r_coor, energy,   site, dn,      x,      y,      z, index
 2.783, -1.701,    Li1, 1D,  1.772,  0.000,  2.147,    20
 2.844, -1.698,   none, 1D,  1.772,  2.837,  2.147,    20
 2.904, -1.690,   none, 1D,  1.772,  2.776,  2.147,    20
 2.964, -1.677,   none, 1D,  1.772,  2.716,  2.147,    20
 3.083, -1.663,   none, 1D,  1.844,  2.656,  2.218,    20
 3.143, -1.653,   none, 1D,  1.844,  2.595,  2.218,    20
 3.203, -1.639,   none, 1D,  1.844,  2.535,  2.218,    20
 3.302, -1.626,   none, 1D,  1.922,  2.475,  2.218,    20
 3.420, -1.613,   none, 1D,  1.994,  2.414,  2.290,    20
 3.481, -1.612,   none, 1D,  1.994,  2.354,  2.290,    20
 3.541, -1.610,   none, 1D,  1.994,  2.293,  2.290,    20
 3.640, -1.606, saddle, 1D,  2.073,  2.233,  2.290,    20
 3.734, -1.609,   none, 1D,  2.067,  2.173,  2.361,    20
 3.833, -1.616,   none, 1D,  2.145,  2.112,  2.361,    20
 3.893, -1.621,   none, 1D,  2.145,  2.052,  2.361,    20
 3.954, -1.625,   none, 1D,  2.145,  1.992,  2.361,    20
 4.072, -1.628,   none, 1D,  2.217,  1.931,  2.433,    20
 4.132, -1.635,   none, 1D,  2.217,  1.871,  2.433,    20
 4.192, -1.640,   none, 1D,  2.217,  1.811,  2.433,    20
 4.253, -1.643,   none, 1D,  2.217,  1.750,  2.433,    20
 4.352, -1.645,   none, 1D,  2.296,  1.690,  2.433,    20
 4.412, -1.647,   none, 1D,  2.296,  1.630,  2.433,    20
 4.472, -1.648,   none, 1D,  2.296,  1.569,  2.433,    20
 4.533, -1.649,   none, 1D,  2.296,  1.509,  2.433,    20
 4.593, -1.649,  Li_i2, 1D,  2.296,  1.448,  2.433,    19
 4.653, -1.649,   none, 1D,  2.296,  1.388,  2.433,    19
 4.714, -1.648,   none, 1D,  2.296,  1.328,  2.433,    19
 4.774, -1.647,   none, 1D,  2.296,  1.267,  2.433,    19
 4.835, -1.645,   none, 1D,  2.296,  1.207,  2.433,    19
 4.933, -1.643,   none, 1D,  2.217,  1.147,  2.433,    19
 4.994, -1.640,   none, 1D,  2.217,  1.086,  2.433,    19
 5.054, -1.635,   none, 1D,  2.217,  1.026,  2.433,    19
 5.115, -1.628,   none, 1D,  2.217,  0.966,  2.433,    19
 5.233, -1.625,   none, 1D,  2.145,  0.905,  2.361,    19
 5.293, -1.621,   none, 1D,  2.145,  0.845,  2.361,    19
 5.353, -1.616,   none, 1D,  2.145,  0.785,  2.361,    19
 5.452, -1.609,   none, 1D,  2.067,  0.724,  2.361,    19
 5.546, -1.606, saddle, 1D,  2.073,  0.664,  2.290,    19
 5.645, -1.610,   none, 1D,  1.994,  0.604,  2.290,    19
 5.706, -1.612,   none, 1D,  1.994,  0.543,  2.290,    19
 5.766, -1.613,   none, 1D,  1.994,  0.483,  2.290,    19
 5.884, -1.626,   none, 1D,  1.922,  0.422,  2.218,    19
 5.983, -1.639,   none, 1D,  1.844,  0.362,  2.218,    19
