r_coor, energy,   site, dn,      x,      y,      z, index
 3.905, -1.766,  Li_i1, 1D,  2.619,  2.896,  0.000,    88
 3.978, -1.764,   none, 1D,  2.692,  2.896,  0.000,    88
 4.050, -1.758,   none, 1D,  2.765,  2.896,  0.000,    88
 4.123, -1.748,   none, 1D,  2.838,  2.896,  0.000,    88
 4.196, -1.733,   none, 1D,  2.911,  2.896,  0.000,    88
 4.312, -1.715,   none, 1D,  2.983,  2.806,  0.000,    88
 4.428, -1.682,   none, 1D,  3.056,  2.715,  0.000,    88
 4.544, -1.635,   none, 1D,  3.129,  2.625,  0.000,    88
 4.661, -1.571,   none, 1D,  3.202,  2.534,  0.000,    88
 4.777, -1.494,   none, 1D,  3.274,  2.444,  0.000,    88
 4.927, -1.418,   none, 1D,  1.550,  2.353,  4.922,    88
 5.043, -1.343,   none, 1D,  1.623,  2.263,  4.922,    88
 5.159, -1.271,   none, 1D,  1.696,  2.172,  4.922,    88
 5.310, -1.211,   none, 1D,  1.794,  2.082,  4.853,    88
 5.426, -1.185,   none, 1D,  1.867,  1.991,  4.853,    88
 5.542, -1.177, saddle, 1D,  1.939,  1.901,  4.853,    88
 5.658, -1.186,   none, 1D,  2.012,  1.810,  4.853,    88
 5.774, -1.209,   none, 1D,  2.085,  1.720,  4.853,    88
 5.890, -1.239,   none, 1D,  2.158,  1.629,  4.853,    88
 5.963, -1.272,   none, 1D,  2.231,  1.629,  4.853,    88
 6.079, -1.308,   none, 1D,  2.303,  1.539,  4.853,    88
 6.152, -1.347,   none, 1D,  2.376,  1.539,  4.853,    88
 6.225, -1.386,   none, 1D,  2.449,  1.539,  4.853,    88
 6.309, -1.430,   none, 1D,  2.496,  1.539,  4.922,    88
 6.381, -1.478,   none, 1D,  2.569,  1.539,  4.922,    88
 6.454, -1.522,   none, 1D,  2.642,  1.539,  4.922,    88
 6.527, -1.562,   none, 1D,  2.715,  1.539,  4.922,    88
 6.600, -1.598,   none, 1D,  2.787,  1.539,  4.922,    88
 6.684, -1.631,   none, 1D,  4.657,  1.539,  0.000,    88
 6.757, -1.664,   none, 1D,  4.730,  1.539,  0.000,    88
 6.829, -1.692,   none, 1D,  4.802,  1.539,  0.000,    88
 6.902, -1.715,   none, 1D,  4.875,  1.539,  0.000,    88
 7.018, -1.733,   none, 1D,  4.948,  1.448,  0.000,    88
 7.091, -1.748,   none, 1D,  5.021,  1.448,  0.000,    88
 7.164, -1.758,   none, 1D,  5.093,  1.448,  0.000,    88
 7.236, -1.764,   none, 1D,  5.166,  1.448,  0.000,    88
 7.309, -1.766,  Li_i1, 1D,  0.000,  1.448,  0.000,    20
 7.382, -1.764,   none, 1D,  0.073,  1.448,  0.000,    20
 7.455, -1.758,   none, 1D,  0.146,  1.448,  0.000,    20
 7.528, -1.748,   none, 1D,  0.218,  1.448,  0.000,    20
 7.600, -1.733,   none, 1D,  0.291,  1.448,  0.000,    20
 7.716, -1.715,   none, 1D,  0.364,  1.539,  0.000,    20
 7.833, -1.682,   none, 1D,  0.437,  1.629,  0.000,    20
 7.949, -1.635,   none, 1D,  0.509,  1.720,  0.000,    20
 8.065, -1.571,   none, 1D,  0.582,  1.810,  0.000,    20
 8.181, -1.494,   none, 1D,  0.655,  1.901,  0.000,    20
 8.331, -1.418,   none, 1D, -1.069,  1.991,  4.922,    20
 8.447, -1.343,   none, 1D, -0.996,  2.082,  4.922,    20
 8.564, -1.271,   none, 1D, -0.924,  2.172,  4.922,    20
 8.714, -1.211,   none, 1D, -0.826,  2.263,  4.853,    20
 8.830, -1.185,   none, 1D, -0.753,  2.353,  4.853,    20
 8.946, -1.177, saddle, 1D, -0.680,  2.444,  4.853,    20
 9.062, -1.186,   none, 1D, -0.607,  2.534,  4.853,    20
 9.178, -1.209,   none, 1D, -0.534,  2.625,  4.853,    20
 9.295, -1.239,   none, 1D, -0.462,  2.715,  4.853,    20
 9.367, -1.272,   none, 1D, -0.389,  2.715,  4.853,    20
 9.483, -1.308,   none, 1D, -0.316,  2.806,  4.853,    20
 9.556, -1.347,   none, 1D, -0.243,  2.806,  4.853,    20
 9.629, -1.386,   none, 1D, -0.171,  2.806,  4.853,    20
 9.713, -1.430,   none, 1D, -0.123,  2.806,  4.922,    20
 9.786, -1.478,   none, 1D, -0.050,  2.806,  4.922,    20
 9.858, -1.522,   none, 1D,  0.022,  2.806,  4.922,    20
 9.931, -1.562,   none, 1D,  0.095,  2.806,  4.922,    20
10.004, -1.598,   none, 1D,  0.168,  2.806,  4.922,    20
10.088, -1.631,   none, 1D,  2.037,  2.806,  0.000,    20
10.161, -1.664,   none, 1D,  2.110,  2.806,  0.000,    20
10.234, -1.692,   none, 1D,  2.183,  2.806,  0.000,    20
10.306, -1.715,   none, 1D,  2.256,  2.806,  0.000,    20
10.422, -1.733,   none, 1D,  2.328,  2.896,  0.000,    20
10.495, -1.748,   none, 1D,  2.401,  2.896,  0.000,    20
10.568, -1.758,   none, 1D,  2.474,  2.896,  0.000,    20
10.641, -1.764,   none, 1D,  2.547,  2.896,  0.000,    20
10.713, -1.766,  Li_i1, 2D,  2.619,  2.896,  0.000,    72
10.804, -1.758,   none, 2D,  2.619,  2.987,  0.000,    72
10.895, -1.742,   none, 2D,  2.619,  3.077,  0.000,    72
10.985, -1.717,   none, 2D,  2.619,  3.168,  0.000,    72
11.076, -1.684,   none, 2D,  2.619,  3.258,  0.000,    72
11.166, -1.641,   none, 2D,  2.619,  3.349,  0.000,    72
11.257, -1.590,   none, 2D,  2.619,  3.439,  0.000,    72
11.347, -1.531,   none, 2D,  2.619,  3.530,  0.000,    72
11.438, -1.464,   none, 2D,  2.619,  3.620,  0.000,    72
11.528, -1.393,   none, 2D,  2.619,  3.711,  0.000,    72
11.619, -1.320,   none, 2D,  2.619,  3.801,  0.000,    72
11.709, -1.249,   none, 2D,  2.619,  3.892,  0.000,    72
11.800, -1.183,   none, 2D,  2.619,  3.982,  0.000,    72
11.890, -1.127,   none, 2D,  2.619,  4.073,  0.000,    72
11.981, -1.083,   none, 2D,  2.619,  4.163,  0.000,    72
12.071, -1.056,   none, 2D,  2.619,  4.254,  0.000,    72
12.162, -1.046, saddle, 2D,  2.619,  4.344,  0.000,    72
12.252, -1.056,   none, 2D,  2.619,  4.435,  0.000,    72
12.343, -1.083,   none, 2D,  2.619,  4.525,  0.000,    72
12.433, -1.127,   none, 2D,  2.619,  4.616,  0.000,    72
12.524, -1.183,   none, 2D,  2.619,  4.706,  0.000,    72
12.614, -1.249,   none, 2D,  2.619,  4.797,  0.000,    72
12.705, -1.320,   none, 2D,  2.619,  4.887,  0.000,    72
12.795, -1.393,   none, 2D,  2.619,  4.978,  0.000,    72
12.886, -1.464,   none, 2D,  2.619,  5.068,  0.000,    72
12.976, -1.531,   none, 2D,  2.619,  5.159,  0.000,    72
13.067, -1.590,   none, 2D,  2.619,  5.249,  0.000,    72
13.157, -1.641,   none, 2D,  2.619,  5.340,  0.000,    72
13.248, -1.684,   none, 2D,  2.619,  5.430,  0.000,    72
13.338, -1.717,   none, 2D,  2.619,  5.521,  0.000,    72
13.429, -1.742,   none, 2D,  2.619,  5.611,  0.000,    72
13.519, -1.758,   none, 2D,  2.619,  5.702,  0.000,    72
16.557, -1.766,  Li_i1, 2D,  0.000,  7.240,  0.000,     0
16.647, -1.758,   none, 2D,  0.000,  7.331,  0.000,     0
16.738, -1.742,   none, 2D,  0.000,  7.421,  0.000,     0
16.828, -1.717,   none, 2D,  0.000,  7.512,  0.000,     0
16.919, -1.684,   none, 2D,  0.000,  7.602,  0.000,     0
17.009, -1.641,   none, 2D,  0.000,  7.693,  0.000,     0
17.100, -1.590,   none, 2D,  0.000,  7.783,  0.000,     0
17.190, -1.531,   none, 2D,  0.000,  7.874,  0.000,     0
17.281, -1.464,   none, 2D,  0.000,  7.964,  0.000,     0
17.371, -1.393,   none, 2D,  0.000,  8.055,  0.000,     0
17.462, -1.320,   none, 2D,  0.000,  8.145,  0.000,     0
17.552, -1.249,   none, 2D,  0.000,  8.236,  0.000,     0
17.643, -1.183,   none, 2D,  0.000,  8.326,  0.000,     0
17.733, -1.127,   none, 2D,  0.000,  8.417,  0.000,     0
17.824, -1.083,   none, 2D,  0.000,  8.507,  0.000,     0
17.914, -1.056,   none, 2D,  0.000,  8.598,  0.000,     0
18.005, -1.046, saddle, 2D,  0.000,  0.000,  0.000,     0
18.095, -1.056,   none, 2D,  0.000,  0.091,  0.000,     0
18.186, -1.083,   none, 2D,  0.000,  0.181,  0.000,     0
18.276, -1.127,   none, 2D,  0.000,  0.272,  0.000,     0
18.367, -1.183,   none, 2D,  0.000,  0.362,  0.000,     0
18.457, -1.249,   none, 2D,  0.000,  0.453,  0.000,     0
18.548, -1.320,   none, 2D,  0.000,  0.543,  0.000,     0
18.638, -1.393,   none, 2D,  0.000,  0.634,  0.000,     0
18.729, -1.464,   none, 2D,  0.000,  0.724,  0.000,     0
18.819, -1.531,   none, 2D,  0.000,  0.815,  0.000,     0
18.910, -1.590,   none, 2D,  0.000,  0.905,  0.000,     0
19.000, -1.641,   none, 2D,  0.000,  0.996,  0.000,     0
19.091, -1.684,   none, 2D,  0.000,  1.086,  0.000,     0
19.181, -1.717,   none, 2D,  0.000,  1.177,  0.000,     0
19.272, -1.742,   none, 2D,  0.000,  1.267,  0.000,     0
19.362, -1.758,   none, 2D,  0.000,  1.358,  0.000,     0
22.168, -1.766,  Li_i1, 3D,  0.000,  7.240,  0.000,    32
22.242, -1.757,   none, 3D, -0.025,  7.240,  0.069,    32
22.316, -1.730,   none, 3D, -0.051,  7.240,  0.139,    32
22.389, -1.685,   none, 3D, -0.076,  7.240,  0.208,    32
22.473, -1.619,   none, 3D, -0.028,  7.240,  0.277,    32
22.547, -1.535,   none, 3D, -0.054,  7.240,  0.347,    32
22.621, -1.429,   none, 3D, -0.079,  7.240,  0.416,    32
22.695, -1.298,   none, 3D, -0.104,  7.240,  0.485,    32
22.779, -1.147,   none, 3D, -0.057,  7.240,  0.555,    32
22.853, -0.970,   none, 3D, -0.082,  7.240,  0.624,    32
22.937, -0.766,   none, 3D, -0.035,  7.240,  0.693,    32
23.010, -0.542,   none, 3D, -0.060,  7.240,  0.763,    32
23.127, -0.290,   none, 3D, -0.085,  7.331,  0.832,    32
23.211, -0.014,   none, 3D, -0.038,  7.331,  0.901,    32
23.285,  0.280,   none, 3D, -0.063,  7.331,  0.971,    32
