r_coor, energy,   site, dn,      x,      y,      z, index
 0.000, -2.047,    Li1, 1D,  0.000,  0.000,  0.000,     2
 0.092, -2.029,   none, 1D,  0.000,  0.000,  8.786,     2
 0.185, -1.976,   none, 1D,  0.000,  0.000,  8.693,     2
 0.277, -1.885,   none, 1D,  0.000,  0.000,  8.601,     2
 0.370, -1.751,   none, 1D,  0.000,  0.000,  8.508,     2
 0.462, -1.568,   none, 1D,  0.000,  0.000,  8.416,     2
 0.589, -1.321,   none, 1D,  0.000,  0.087,  8.323,     2
 0.716, -1.004,   none, 1D,  0.000,  0.174,  8.231,     2
 0.843, -0.636,   none, 1D,  0.000,  0.261,  8.138,     2
 0.970, -0.235,   none, 1D,  0.000,  0.347,  8.046,     2
 1.097,  0.176,   none, 1D,  0.000,  0.434,  7.953,     2
 1.224,  0.577,   none, 1D,  0.000,  0.521,  7.861,     2
 1.350,  0.956,   none, 1D,  0.000,  0.608,  7.768,     2
 1.491,  1.357,   none, 1D,  0.061,  0.695,  7.676,     2
 1.632,  1.823,   none, 1D,  0.122,  0.782,  7.583,     2
 1.773,  2.350,   none, 1D,  0.183,  0.868,  7.491,     2
 1.914,  2.943,   none, 1D,  0.245,  0.955,  7.398,     2
 2.025,  3.617,   none, 1D,  0.306,  0.955,  7.306,     2
 2.165,  4.336,   none, 1D,  0.367,  1.042,  7.213,     2
 2.276,  5.090,   none, 1D,  0.428,  1.042,  7.121,     2
 2.387,  5.836,   none, 1D,  0.489,  1.042,  7.029,     2
 2.498,  6.511,   none, 1D,  0.550,  1.042,  6.936,     2
 2.609,  7.051,   none, 1D,  0.612,  1.042,  6.844,     2
 2.720,  7.400,   none, 1D,  0.673,  1.042,  6.751,     2
 2.831,  7.521, saddle, 1D,  0.734,  1.042,  6.659,     2
 2.942,  7.400,   none, 1D,  0.795,  1.042,  6.566,     2
 3.053,  7.051,   none, 1D,  0.856,  1.042,  6.474,     2
 3.163,  6.511,   none, 1D,  0.917,  1.042,  6.381,     2
 3.274,  5.836,   none, 1D,  0.979,  1.042,  6.289,     2
 3.385,  5.090,   none, 1D,  1.040,  1.042,  6.196,     2
 3.496,  4.336,   none, 1D,  1.101,  1.042,  6.104,     2
 3.637,  3.617,   none, 1D,  1.162,  1.129,  6.011,     2
 3.748,  2.943,   none, 1D,  1.223,  1.129,  5.919,     2
 3.889,  2.350,   none, 1D,  1.284,  1.216,  5.826,     2
 4.029,  1.823,   none, 1D,  1.346,  1.303,  5.734,     2
 4.170,  1.357,   none, 1D,  1.407,  1.389,  5.641,     2
 4.311,  0.956,   none, 1D,  1.468,  1.476,  5.549,     2
 4.438,  0.577,   none, 1D,  1.468,  1.563,  5.456,     2
 4.565,  0.176,   none, 1D,  1.468,  1.650,  5.364,     2
 4.692, -0.235,   none, 1D,  1.468,  1.737,  5.271,     2
 4.819, -0.636,   none, 1D,  1.468,  1.824,  5.179,     2
 4.945, -1.004,   none, 1D,  1.468,  1.910,  5.086,     2
 5.072, -1.321,   none, 1D,  1.468,  1.997,  4.994,     2
 5.199, -1.568,   none, 1D,  1.468,  2.084,  4.901,     2
 5.292, -1.751,   none, 1D,  1.468,  2.084,  4.809,     2
 5.384, -1.885,   none, 1D,  1.468,  2.084,  4.717,     2
 5.477, -1.976,   none, 1D,  1.468,  2.084,  4.624,     2
 5.569, -2.029,   none, 1D,  1.468,  2.084,  4.532,     2
 5.662, -2.047,    Li1, 1D,  1.468,  2.084,  4.439,     1
 5.754, -2.029,   none, 1D,  1.468,  2.084,  4.347,     1
 5.846, -1.976,   none, 1D,  1.468,  2.084,  4.254,     1
 5.939, -1.885,   none, 1D,  1.468,  2.084,  4.162,     1
 6.031, -1.751,   none, 1D,  1.468,  2.084,  4.069,     1
 6.124, -1.568,   none, 1D,  1.468,  2.084,  3.977,     1
 6.251, -1.321,   none, 1D,  1.468,  1.997,  3.884,     1
 6.378, -1.004,   none, 1D,  1.468,  1.910,  3.792,     1
 6.504, -0.636,   none, 1D,  1.468,  1.824,  3.699,     1
 6.631, -0.235,   none, 1D,  1.468,  1.737,  3.607,     1
 6.758,  0.176,   none, 1D,  1.468,  1.650,  3.514,     1
 6.885,  0.577,   none, 1D,  1.468,  1.563,  3.422,     1
 7.012,  0.956,   none, 1D,  1.468,  1.476,  3.329,     1
 7.153,  1.357,   none, 1D,  1.407,  1.389,  3.237,     1
 7.294,  1.823,   none, 1D,  1.346,  1.303,  3.144,     1
 7.434,  2.350,   none, 1D,  1.284,  1.216,  3.052,     1
 7.575,  2.943,   none, 1D,  1.223,  1.129,  2.959,     1
 7.686,  3.617,   none, 1D,  1.162,  1.129,  2.867,     1
 7.827,  4.336,   none, 1D,  1.101,  1.042,  2.774,     1
 7.938,  5.090,   none, 1D,  1.040,  1.042,  2.682,     1
 8.049,  5.836,   none, 1D,  0.979,  1.042,  2.589,     1
 8.160,  6.511,   none, 1D,  0.917,  1.042,  2.497,     1
 8.270,  7.051,   none, 1D,  0.856,  1.042,  2.404,     1
 8.381,  7.400,   none, 1D,  0.795,  1.042,  2.312,     1
 8.492,  7.521, saddle, 1D,  0.734,  1.042,  2.220,     1
