r_coor, energy,   site, dn,      x,      y,      z, index
 4.278, -1.982,  Li_i1, 1D,  3.519,  1.219,  2.105,   146
 4.366, -1.970,   none, 1D,  3.607,  1.219,  2.105,   146
 4.477, -1.942,   none, 1D,  3.695,  1.152,  2.105,   146
 4.588, -1.904,   none, 1D,  3.783,  1.084,  2.105,   146
 4.712, -1.874, saddle, 1D,  3.847,  1.016,  2.186,   146
 4.823, -1.876,   none, 1D,  3.935,  0.948,  2.186,   146
 4.934, -1.885,   none, 1D,  4.023,  0.881,  2.186,   146
 5.057, -1.918,   none, 1D,  4.087,  0.813,  2.267,   146
 5.168, -1.980,   none, 1D,  4.175,  0.745,  2.267,   146
 5.256, -2.041,   none, 1D,  4.263,  0.745,  2.267,   146
 5.380, -2.122,   none, 1D,  4.328,  0.677,  2.348,   146
 5.491, -2.210,   none, 1D,  4.415,  0.610,  2.348,   146
 5.615, -2.283,   none, 1D,  4.480,  0.542,  2.429,   146
 5.726, -2.361,   none, 1D,  4.568,  0.474,  2.429,   146
 5.837, -2.415,   none, 1D,  4.656,  0.406,  2.429,   146
 5.925, -2.452,   none, 1D,  4.744,  0.406,  2.429,   146
 6.028, -2.475,   none, 1D,  4.808,  0.406,  2.510,   146
 6.116, -2.486,    Li2, 1D,  4.896,  0.406,  2.510,   181
 6.184, -2.482,   none, 1D,  4.896,  0.339,  2.510,   181
 6.251, -2.470,   none, 1D,  4.896,  0.271,  2.510,   181
 6.319, -2.448,   none, 1D,  4.896,  0.203,  2.510,   181
 6.427, -2.419,   none, 1D,  4.920,  0.135,  2.429,   181
 6.495, -2.384,   none, 1D,  4.920,  0.068,  2.429,   181
 6.563, -2.341,   none, 1D,  4.920,  0.000,  2.429,   181
 6.631, -2.289,   none, 1D,  4.920,  4.810,  2.429,   181
 6.698, -2.228,   none, 1D,  4.920,  4.742,  2.429,   181
 6.807, -2.177,   none, 1D,  4.943,  4.675,  2.348,   181
 6.874, -2.122,   none, 1D,  4.943,  4.607,  2.348,   181
 6.942, -2.062,   none, 1D,  4.943,  4.539,  2.348,   181
 7.050, -2.009,   none, 1D,  4.967,  4.471,  2.267,   181
 7.118, -1.971,   none, 1D,  4.967,  4.404,  2.267,   181
 7.186, -1.932,   none, 1D,  4.967,  4.336,  2.267,   181
 7.254, -1.893,   none, 1D,  4.967,  4.268,  2.267,   181
 7.362, -1.883,   none, 1D,  4.991,  4.200,  2.186,   181
 7.430, -1.880,   none, 1D,  4.991,  4.133,  2.186,   181
 7.497, -1.879, saddle, 1D,  4.991,  4.065,  2.186,   181
