r_coor, energy,   site, dn,      x,      y,      z, index
 4.456, -1.819,    Li1, 1D,  0.000,  4.197,  1.497,    16
 4.541, -1.807,   none, 1D,  0.084,  4.197,  1.497,    16
 4.625, -1.769,   none, 1D,  0.169,  4.197,  1.497,    16
 4.746, -1.689,   none, 1D,  0.253,  4.285,  1.497,    16
 4.868, -1.553,   none, 1D,  0.337,  4.372,  1.497,    16
 4.989, -1.361,   none, 1D,  0.421,  4.460,  1.497,    16
 5.111, -1.115,   none, 1D,  0.506,  4.547,  1.497,    16
 5.232, -0.819,   none, 1D,  0.590,  4.635,  1.497,    16
 5.354, -0.478,   none, 1D,  0.674,  4.722,  1.497,    16
 5.475, -0.101,   none, 1D,  0.759,  4.809,  1.497,    16
 5.597,  0.300,   none, 1D,  0.843,  4.897,  1.497,    16
 5.718,  0.715,   none, 1D,  0.927,  4.984,  1.497,    16
 5.839,  1.133,   none, 1D,  1.011,  5.072,  1.497,    16
 5.961,  1.548,   none, 1D,  1.096,  5.159,  1.497,    16
 6.082,  1.956,   none, 1D,  1.180,  5.247,  1.497,    16
 6.204,  2.363,   none, 1D,  1.264,  5.334,  1.497,    16
 6.325,  2.784,   none, 1D,  1.349,  5.422,  1.497,    16
 6.413,  3.220,   none, 1D,  1.349,  5.509,  1.497,    16
 6.534,  3.681,   none, 1D,  1.433,  5.596,  1.497,    16
 6.622,  4.155,   none, 1D,  1.433,  5.684,  1.497,    16
 6.709,  4.646,   none, 1D,  1.433,  5.771,  1.497,    16
 6.797,  5.132,   none, 1D,  1.433,  5.859,  1.497,    16
 6.918,  5.554,   none, 1D,  1.517,  5.946,  1.497,    16
 7.005,  5.908,   none, 1D,  1.517,  6.034,  1.497,    16
 7.093,  6.180,   none, 1D,  1.517,  6.121,  1.497,    16
 7.180,  6.351,   none, 1D,  1.517,  6.209,  1.497,    16
 7.268,  6.409, saddle, 1D,  1.517,  6.296,  1.497,    16
 7.355,  6.351,   none, 1D,  1.517,  6.383,  1.497,    16
 7.443,  6.180,   none, 1D,  1.517,  6.471,  1.497,    16
 7.530,  5.908,   none, 1D,  1.517,  6.558,  1.497,    16
 7.618,  5.554,   none, 1D,  1.517,  6.646,  1.497,    16
 7.739,  5.132,   none, 1D,  1.602,  6.733,  1.497,    16
 7.826,  4.646,   none, 1D,  1.602,  6.821,  1.497,    16
 7.914,  4.155,   none, 1D,  1.602,  6.908,  1.497,    16
 8.001,  3.681,   none, 1D,  1.602,  6.996,  1.497,    16
 8.123,  3.220,   none, 1D,  1.686,  7.083,  1.497,    16
 8.210,  2.784,   none, 1D,  1.686,  7.170,  1.497,    16
 8.332,  2.363,   none, 1D,  1.770,  7.258,  1.497,    16
 8.453,  1.956,   none, 1D,  1.854,  7.345,  1.497,    16
 8.575,  1.548,   none, 1D,  1.939,  7.433,  1.497,    16
 8.696,  1.133,   none, 1D,  2.023,  7.520,  1.497,    16
 8.818,  0.715,   none, 1D,  2.107,  7.608,  1.497,    16
 8.939,  0.300,   none, 1D,  2.192,  7.695,  1.497,    16
 9.060, -0.101,   none, 1D,  2.276,  7.783,  1.497,    16
 9.182, -0.478,   none, 1D,  2.360,  7.870,  1.497,    16
 9.303, -0.819,   none, 1D,  2.444,  7.957,  1.497,    16
 9.425, -1.115,   none, 1D,  2.529,  8.045,  1.497,    16
 9.546, -1.361,   none, 1D,  2.613,  8.132,  1.497,    16
 9.668, -1.553,   none, 1D,  2.697,  8.220,  1.497,    16
 9.789, -1.689,   none, 1D,  2.782,  8.307,  1.497,    16
 9.911, -1.769,   none, 1D,  2.866,  0.000,  1.497,    16
 9.995, -1.807,   none, 1D,  2.950,  0.000,  1.497,    16
10.079, -1.819,    Li1, 1D,  3.034,  0.000,  1.497,    14
10.164, -1.807,   none, 1D,  2.950,  0.000,  1.497,    14
10.248, -1.769,   none, 1D,  2.866,  0.000,  1.497,    14
10.369, -1.689,   none, 1D,  2.782,  0.087,  1.497,    14
10.491, -1.553,   none, 1D,  2.697,  0.175,  1.497,    14
10.612, -1.361,   none, 1D,  2.613,  0.262,  1.497,    14
10.734, -1.115,   none, 1D,  2.529,  0.350,  1.497,    14
10.855, -0.819,   none, 1D,  2.444,  0.437,  1.497,    14
10.977, -0.478,   none, 1D,  2.360,  0.525,  1.497,    14
11.098, -0.101,   none, 1D,  2.276,  0.612,  1.497,    14
11.219,  0.300,   none, 1D,  2.192,  0.700,  1.497,    14
11.341,  0.715,   none, 1D,  2.107,  0.787,  1.497,    14
11.462,  1.133,   none, 1D,  2.023,  0.874,  1.497,    14
11.584,  1.548,   none, 1D,  1.939,  0.962,  1.497,    14
11.705,  1.956,   none, 1D,  1.854,  1.049,  1.497,    14
11.827,  2.363,   none, 1D,  1.770,  1.137,  1.497,    14
11.948,  2.784,   none, 1D,  1.686,  1.224,  1.497,    14
12.036,  3.220,   none, 1D,  1.686,  1.312,  1.497,    14
12.157,  3.681,   none, 1D,  1.602,  1.399,  1.497,    14
12.245,  4.155,   none, 1D,  1.602,  1.487,  1.497,    14
12.332,  4.646,   none, 1D,  1.602,  1.574,  1.497,    14
12.419,  5.132,   none, 1D,  1.602,  1.661,  1.497,    14
12.541,  5.554,   none, 1D,  1.517,  1.749,  1.497,    14
12.628,  5.908,   none, 1D,  1.517,  1.836,  1.497,    14
12.716,  6.180,   none, 1D,  1.517,  1.924,  1.497,    14
12.803,  6.351,   none, 1D,  1.517,  2.011,  1.497,    14
12.891,  6.409, saddle, 1D,  1.517,  2.099,  1.497,    14
12.978,  6.351,   none, 1D,  1.517,  2.186,  1.497,    14
13.066,  6.180,   none, 1D,  1.517,  2.274,  1.497,    14
13.153,  5.908,   none, 1D,  1.517,  2.361,  1.497,    14
13.240,  5.554,   none, 1D,  1.517,  2.448,  1.497,    14
13.362,  5.132,   none, 1D,  1.433,  2.536,  1.497,    14
13.449,  4.646,   none, 1D,  1.433,  2.623,  1.497,    14
13.537,  4.155,   none, 1D,  1.433,  2.711,  1.497,    14
13.624,  3.681,   none, 1D,  1.433,  2.798,  1.497,    14
13.746,  3.220,   none, 1D,  1.349,  2.886,  1.497,    14
13.833,  2.784,   none, 1D,  1.349,  2.973,  1.497,    14
13.955,  2.363,   none, 1D,  1.264,  3.061,  1.497,    14
14.076,  1.956,   none, 1D,  1.180,  3.148,  1.497,    14
14.197,  1.548,   none, 1D,  1.096,  3.235,  1.497,    14
14.319,  1.133,   none, 1D,  1.011,  3.323,  1.497,    14
14.440,  0.715,   none, 1D,  0.927,  3.410,  1.497,    14
