r_coor, energy,   site, dn,      x,      y,      z, index
 4.984, -2.019,  Li_i2, 1D,  1.625,  2.924,  3.695,    96
 5.065, -2.019, saddle, 1D,  1.578,  2.924,  3.761,    96
 5.141, -2.049,   none, 1D,  1.615,  2.924,  3.827,    96
 5.216, -2.071,   none, 1D,  1.651,  2.924,  3.893,    96
 5.297, -2.120,   none, 1D,  1.605,  2.924,  3.959,    96
 5.373, -2.160,   none, 1D,  1.641,  2.924,  4.025,    96
 5.454, -2.217,   none, 1D,  1.594,  2.924,  4.091,    96
 5.529, -2.267,   none, 1D,  1.631,  2.924,  4.157,    96
 5.610, -2.324,   none, 1D,  1.584,  2.924,  4.223,    96
 5.685, -2.376,   none, 1D,  1.620,  2.924,  4.289,    96
 5.766, -2.424,   none, 1D,  1.573,  2.924,  4.355,    96
 5.842, -2.469,   none, 1D,  1.610,  2.924,  4.421,    96
 5.923, -2.502,   none, 1D,  1.563,  2.924,  4.487,    96
 5.998, -2.536,   none, 1D,  1.599,  2.924,  4.553,    96
 6.073, -2.557,   none, 1D,  1.636,  2.924,  4.619,    96
 6.154, -2.570,   none, 1D,  1.589,  2.924,  4.685,    96
 6.230, -2.576,    Li2, 1D,  5.003,  2.924,  0.000,   102
 6.305, -2.570,   none, 1D,  5.039,  2.924,  0.066,   102
 6.386, -2.557,   none, 1D,  4.992,  2.924,  0.132,   102
 6.461, -2.536,   none, 1D,  5.029,  2.924,  0.198,   102
 6.537, -2.502,   none, 1D,  5.065,  2.924,  0.264,   102
 6.618, -2.469,   none, 1D,  5.019,  2.924,  0.330,   102
 6.693, -2.424,   none, 1D,  5.055,  2.924,  0.396,   102
 6.774, -2.376,   none, 1D,  5.008,  2.924,  0.462,   102
 6.850, -2.324,   none, 1D,  5.045,  2.924,  0.528,   102
 6.931, -2.267,   none, 1D,  4.998,  2.924,  0.594,   102
 7.006, -2.217,   none, 1D,  5.034,  2.924,  0.660,   102
 7.087, -2.160,   none, 1D,  4.987,  2.924,  0.726,   102
 7.162, -2.120,   none, 1D,  5.024,  2.924,  0.792,   102
 7.243, -2.071,   none, 1D,  4.977,  2.924,  0.858,   102
 7.319, -2.049,   none, 1D,  5.013,  2.924,  0.924,   102
 7.394, -2.019, saddle, 1D,  5.050,  2.924,  0.990,   102
 7.475, -2.019,  Li_i2, 1D,  5.003,  2.924,  1.056,   106
 7.550, -2.016, saddle, 1D,  5.039,  2.924,  1.122,   106
 7.631, -2.038,   none, 1D,  4.992,  2.924,  1.188,   106
 7.707, -2.061,   none, 1D,  5.029,  2.924,  1.254,   106
 7.788, -2.103,   none, 1D,  4.982,  2.924,  1.320,   106
 7.863, -2.147,   none, 1D,  5.018,  2.924,  1.386,   106
 7.944, -2.200,   none, 1D,  4.971,  2.924,  1.452,   106
 8.019, -2.254,   none, 1D,  5.008,  2.924,  1.518,   106
 8.100, -2.303,   none, 1D,  4.961,  2.924,  1.584,   106
 8.176, -2.350,   none, 1D,  4.997,  2.924,  1.650,   106
 8.257, -2.377,   none, 1D,  4.951,  2.924,  1.716,   106
 8.332, -2.390,  Li_i3, 1D,  4.987,  2.924,  1.782,   105
 8.408, -2.377,   none, 1D,  4.951,  2.924,  1.716,   105
 8.491, -2.339,   none, 1D,  4.867,  2.924,  1.716,   105
 8.637, -2.257,   none, 1D,  4.737,  2.924,  1.782,   105
 8.783, -2.162,   none, 1D,  4.607,  2.924,  1.848,   105
 8.929, -2.090,   none, 1D,  4.476,  2.924,  1.914,   105
 9.075, -2.056, saddle, 1D,  4.346,  2.924,  1.980,   105
 9.221, -2.067,   none, 1D,  4.216,  2.924,  2.046,   105
 9.367, -2.113,   none, 1D,  4.085,  2.924,  2.112,   105
 9.513, -2.182,   none, 1D,  3.955,  2.924,  2.178,   105
 9.659, -2.259,   none, 1D,  3.825,  2.924,  2.243,   105
 9.805, -2.331,   none, 1D,  3.695,  2.924,  2.309,   105
 9.951, -2.387,   none, 1D,  3.564,  2.924,  2.375,   105
10.035, -2.424,   none, 1D,  3.481,  2.924,  2.375,   105
10.118, -2.445,   none, 1D,  3.397,  2.924,  2.375,   105
10.202, -2.452,    Li3, 1D,  3.314,  2.924,  2.375,    95
10.285, -2.445,   none, 1D,  3.231,  2.924,  2.375,    95
10.368, -2.424,   none, 1D,  3.147,  2.924,  2.375,    95
10.452, -2.387,   none, 1D,  3.064,  2.924,  2.375,    95
10.598, -2.331,   none, 1D,  2.934,  2.924,  2.441,    95
10.744, -2.259,   none, 1D,  2.803,  2.924,  2.507,    95
10.890, -2.182,   none, 1D,  2.673,  2.924,  2.573,    95
11.036, -2.113,   none, 1D,  2.543,  2.924,  2.639,    95
11.182, -2.067,   none, 1D,  2.412,  2.924,  2.705,    95
11.328, -2.056, saddle, 1D,  2.282,  2.924,  2.771,    95
11.474, -2.090,   none, 1D,  2.152,  2.924,  2.837,    95
