r_coor, energy,   site, dn,      x,      y,      z, index
 5.059, -1.788,  Li_i1, 1D, -1.012,  4.313,  2.442,     2
 5.149, -1.783,   none, 1D, -1.012,  4.403,  2.442,     2
 5.239, -1.765,   none, 1D, -1.012,  4.493,  2.442,     2
 5.329, -1.737,   none, 1D, -1.012,  4.583,  2.442,     2
 5.418, -1.695,   none, 1D, -1.012,  4.673,  2.442,     2
 5.508, -1.641,   none, 1D, -1.012,  4.763,  2.442,     2
 5.598, -1.574,   none, 1D, -1.012,  4.853,  2.442,     2
 5.688, -1.495,   none, 1D, -1.012,  4.942,  2.442,     2
 5.778, -1.406,   none, 1D, -1.012,  5.032,  2.442,     2
 5.931, -1.308,   none, 1D, -0.909,  5.122,  2.374,     2
 6.083, -1.209,   none, 1D, -0.806,  5.212,  2.306,     2
 6.173, -1.117,   none, 1D, -0.806,  5.302,  2.306,     2
 6.326, -1.039,   none, 1D, -0.703,  5.392,  2.239,     2
 6.416, -0.974,   none, 1D, -0.703,  5.482,  2.239,     2
 6.568, -0.926,   none, 1D, -0.600,  5.571,  2.171,     2
 6.658, -0.901,   none, 1D, -0.600,  5.661,  2.171,     2
 6.748, -0.895, saddle, 1D, -0.600,  5.751,  2.171,     2
 6.901, -0.913,   none, 1D, -0.703,  5.841,  2.239,     2
 6.991, -0.956,   none, 1D, -0.703,  5.931,  2.239,     2
 7.080, -1.018,   none, 1D, -0.703,  6.021,  2.239,     2
 7.233, -1.109,   none, 1D, -0.806,  6.111,  2.306,     2
 7.386, -1.219,   none, 1D, -0.909,  6.200,  2.374,     2
 7.538, -1.343,   none, 1D, -1.012,  6.290,  2.442,     2
 7.628, -1.468,   none, 1D, -1.012,  6.380,  2.442,     2
 7.718, -1.588,   none, 1D, -1.012,  6.470,  2.442,     2
 7.808, -1.700,   none, 1D, -1.012,  6.560,  2.442,     2
 7.898, -1.799,   none, 1D, -1.012,  6.650,  2.442,     2
 7.988, -1.884,   none, 1D, -1.012,  6.740,  2.442,     2
 8.078, -1.953,   none, 1D, -1.012,  6.829,  2.442,     2
 8.167, -2.007,   none, 1D, -1.012,  6.919,  2.442,     2
 8.257, -2.046,   none, 1D, -1.012,  7.009,  2.442,     2
 8.347, -2.070,   none, 1D, -1.012,  7.099,  2.442,     2
 8.437, -2.079,    Li1, 1D, -1.012,  7.189,  2.442,     4
 8.527, -2.074,   none, 1D, -1.012,  7.279,  2.442,     4
 8.617, -2.053,   none, 1D, -1.012,  7.369,  2.442,     4
 8.707, -2.016,   none, 1D, -1.012,  7.459,  2.442,     4
 8.796, -1.962,   none, 1D, -1.012,  7.548,  2.442,     4
 8.886, -1.891,   none, 1D, -1.012,  7.638,  2.442,     4
 8.976, -1.802,   none, 1D, -1.012,  7.728,  2.442,     4
 9.093, -1.689,   none, 1D, -0.937,  7.818,  2.442,     4
 9.246, -1.566,   none, 1D, -0.834,  7.908,  2.374,     4
 9.363, -1.437,   none, 1D, -0.759,  7.998,  2.374,     4
 9.516, -1.326,   none, 1D, -0.656,  8.088,  2.306,     4
 9.633, -1.230,   none, 1D, -0.581,  8.177,  2.306,     4
 9.785, -1.165,   none, 1D, -0.478,  8.267,  2.239,     4
 9.902, -1.128,   none, 1D, -0.403,  8.357,  2.239,     4
10.019, -1.106,   none, 1D, -0.328,  8.447,  2.239,     4
10.136, -1.097,   none, 1D, -0.253,  8.537,  2.239,     4
10.253, -1.097, saddle, 1D, -0.178,  0.000,  2.239,     4
10.370, -1.097,   none, 1D, -0.253,  0.090,  2.239,     4
10.487, -1.106,   none, 1D, -0.328,  0.180,  2.239,     4
10.605, -1.128,   none, 1D, -0.403,  0.270,  2.239,     4
10.722, -1.165,   none, 1D, -0.478,  0.359,  2.239,     4
10.874, -1.230,   none, 1D, -0.581,  0.449,  2.306,     4
10.991, -1.326,   none, 1D, -0.656,  0.539,  2.306,     4
11.144, -1.437,   none, 1D, -0.759,  0.629,  2.374,     4
11.261, -1.566,   none, 1D, -0.834,  0.719,  2.374,     4
11.414, -1.689,   none, 1D, -0.937,  0.809,  2.442,     4
11.531, -1.802,   none, 1D, -1.012,  0.899,  2.442,     4
11.621, -1.891,   none, 1D, -1.012,  0.988,  2.442,     4
11.710, -1.962,   none, 1D, -1.012,  1.078,  2.442,     4
11.800, -2.016,   none, 1D, -1.012,  1.168,  2.442,     4
11.890, -2.053,   none, 1D, -1.012,  1.258,  2.442,     4
11.980, -2.074,   none, 1D, -1.012,  1.348,  2.442,     4
12.070, -2.079,    Li1, 1D, -1.012,  1.438,  2.442,     0
12.160, -2.070,   none, 1D, -1.012,  1.528,  2.442,     0
12.250, -2.046,   none, 1D, -1.012,  1.618,  2.442,     0
12.339, -2.007,   none, 1D, -1.012,  1.707,  2.442,     0
12.429, -1.953,   none, 1D, -1.012,  1.797,  2.442,     0
12.519, -1.884,   none, 1D, -1.012,  1.887,  2.442,     0
12.609, -1.799,   none, 1D, -1.012,  1.977,  2.442,     0
12.699, -1.700,   none, 1D, -1.012,  2.067,  2.442,     0
12.789, -1.588,   none, 1D, -1.012,  2.157,  2.442,     0
12.879, -1.468,   none, 1D, -1.012,  2.247,  2.442,     0
12.968, -1.343,   none, 1D, -1.012,  2.336,  2.442,     0
13.121, -1.219,   none, 1D, -0.909,  2.426,  2.374,     0
13.274, -1.109,   none, 1D, -0.806,  2.516,  2.306,     0
13.426, -1.018,   none, 1D, -0.703,  2.606,  2.239,     0
13.516, -0.956,   none, 1D, -0.703,  2.696,  2.239,     0
13.606, -0.913,   none, 1D, -0.703,  2.786,  2.239,     0
13.759, -0.895, saddle, 1D, -0.600,  2.876,  2.171,     0
13.849, -0.901,   none, 1D, -0.600,  2.965,  2.171,     0
13.939, -0.926,   none, 1D, -0.600,  3.055,  2.171,     0
14.091, -0.974,   none, 1D, -0.703,  3.145,  2.239,     0
14.181, -1.039,   none, 1D, -0.703,  3.235,  2.239,     0
14.334, -1.117,   none, 1D, -0.806,  3.325,  2.306,     0
14.424, -1.209,   none, 1D, -0.806,  3.415,  2.306,     0
14.576, -1.308,   none, 1D, -0.909,  3.505,  2.374,     0
14.729, -1.406,   none, 1D, -1.012,  3.594,  2.442,     0
14.819, -1.495,   none, 1D, -1.012,  3.684,  2.442,     0
14.909, -1.574,   none, 1D, -1.012,  3.774,  2.442,     0
14.999, -1.641,   none, 1D, -1.012,  3.864,  2.442,     0
15.088, -1.695,   none, 1D, -1.012,  3.954,  2.442,     0
15.178, -1.737,   none, 1D, -1.012,  4.044,  2.442,     0
15.268, -1.765,   none, 1D, -1.012,  4.134,  2.442,     0
15.358, -1.783,   none, 1D, -1.012,  4.224,  2.442,     0
20.370, -1.788,  Li_i1, 2D,  1.687,  0.000,  2.442,    46
20.445, -1.786,   none, 2D,  1.762,  0.000,  2.442,    46
20.520, -1.779,   none, 2D,  1.837,  0.000,  2.442,    46
20.595, -1.768,   none, 2D,  1.912,  0.000,  2.442,    46
20.712, -1.745,   none, 2D,  1.987,  0.090,  2.442,    46
20.865, -1.701,   none, 2D,  2.090,  0.180,  2.374,    46
20.982, -1.637,   none, 2D,  2.165,  0.270,  2.374,    46
21.099, -1.545,   none, 2D,  2.240,  0.359,  2.374,    46
21.252, -1.428,   none, 2D,  2.343,  0.449,  2.306,    46
21.369, -1.300,   none, 2D,  2.418,  0.539,  2.306,    46
21.486, -1.151,   none, 2D,  2.493,  0.629,  2.306,    46
21.639, -1.017,   none, 2D,  2.596,  0.719,  2.239,    46
21.756, -0.895,   none, 2D,  2.671,  0.809,  2.239,    46
21.873, -0.789,   none, 2D,  2.746,  0.899,  2.239,    46
22.025, -0.739,   none, 2D,  2.849,  0.988,  2.171,    46
22.142, -0.721, saddle, 2D,  2.924,  1.078,  2.171,    46
22.259, -0.731,   none, 2D,  2.999,  1.168,  2.171,    46
22.376, -0.757,   none, 2D,  3.074,  1.258,  2.171,    46
