r_coor, energy,   site, dn,      x,      y,      z, index
 3.357, -2.129,    Li2, 1D,  0.000,  3.355,  0.099,    26
 3.450, -2.106,   none, 1D,  0.093,  3.355,  0.099,    26
 3.585, -2.059,   none, 1D,  0.186,  3.355,  0.197,    26
 3.721, -1.985,   none, 1D,  0.280,  3.355,  0.296,    26
 3.814, -1.910,   none, 1D,  0.373,  3.355,  0.296,    26
 3.950, -1.845,   none, 1D,  0.466,  3.355,  0.394,    26
 4.086, -1.790,   none, 1D,  0.559,  3.355,  0.493,    26
 4.221, -1.750,   none, 1D,  0.652,  3.355,  0.592,    26
 4.357, -1.725,   none, 1D,  0.746,  3.355,  0.690,    26
 4.493, -1.713,   none, 1D,  0.839,  3.355,  0.789,    26
 4.628, -1.709,   none, 1D,  0.932,  3.355,  0.887,    26
 4.764, -1.708, saddle, 1D,  1.025,  3.355,  0.986,    26
 4.863, -1.720,   none, 1D,  1.025,  3.355,  1.085,    26
 4.961, -1.733,   none, 1D,  1.025,  3.355,  1.183,    26
 5.097, -1.761,   none, 1D,  1.118,  3.355,  1.282,    26
 5.196, -1.793,   none, 1D,  1.118,  3.355,  1.380,    26
 5.294, -1.827,   none, 1D,  1.118,  3.355,  1.479,    26
 5.393, -1.859,   none, 1D,  1.118,  3.355,  1.578,    26
 5.491, -1.884,   none, 1D,  1.118,  3.355,  1.676,    26
 5.627, -1.890,  Li_i1, 1D,  1.025,  3.355,  1.775,    15
 5.763, -1.878,   none, 1D,  0.932,  3.355,  1.874,    15
 5.856, -1.859,   none, 1D,  0.839,  3.355,  1.874,    15
 5.992, -1.848,   none, 1D,  0.746,  3.355,  1.972,    15
 6.127, -1.847, saddle, 1D,  0.652,  3.355,  2.071,    15
 6.263, -1.859,   none, 1D,  0.559,  3.355,  2.169,    15
 6.399, -1.887,   none, 1D,  0.466,  3.355,  2.268,    15
 6.492, -1.942,   none, 1D,  0.373,  3.355,  2.268,    15
 6.627, -2.006,   none, 1D,  0.280,  3.355,  2.367,    15
 6.763, -2.064,   none, 1D,  0.186,  3.355,  2.465,    15
 6.856, -2.113,   none, 1D,  0.093,  3.355,  2.465,    15
 6.950, -2.129,    Li2, 1D,  0.000,  3.355,  2.465,     3
 7.043, -2.106,   none, 1D,  0.000,  3.262,  2.465,     3
 7.178, -2.059,   none, 1D,  0.000,  3.169,  2.564,     3
 7.314, -1.985,   none, 1D,  0.000,  3.075,  2.662,     3
 7.407, -1.910,   none, 1D,  0.000,  2.982,  2.662,     3
