r_coor, energy,   site, dn,      x,      y,      z, index
 3.801, -1.266,    Li1, 1D,  5.898,  3.614,  0.000, 10250
 3.900, -1.264,   none, 1D,  5.996,  3.614,  0.000, 10250
 4.033, -1.256,   none, 1D,  6.094,  3.704,  0.000, 10250
 4.132, -1.244,   none, 1D,  6.192,  3.704,  0.000, 10250
 4.230, -1.229,   none, 1D,  6.291,  3.704,  0.000, 10250
 4.328, -1.214,   none, 1D,  6.389,  3.704,  0.000, 10250
 4.462, -1.206,   none, 1D,  6.487,  3.614,  0.000, 10250
 4.560, -1.203, saddle, 1D,  6.586,  3.614,  0.000, 10250
 4.658, -1.204,   none, 1D,  6.684,  3.614,  0.000, 10250
 4.756, -1.207,   none, 1D,  6.782,  3.614,  0.000, 10250
 4.855, -1.211,   none, 1D,  6.881,  3.614,  0.000, 10250
 4.953, -1.214,   none, 1D,  6.979,  3.614,  0.000, 10250
 5.051, -1.215,  Li_i5, 1D,  0.000,  3.614,  0.000,   896
 5.150, -1.214,   none, 1D,  0.098,  3.614,  0.000,   896
 5.248, -1.211,   none, 1D,  0.197,  3.614,  0.000,   896
 5.346, -1.207,   none, 1D,  0.295,  3.614,  0.000,   896
 5.445, -1.204,   none, 1D,  0.393,  3.614,  0.000,   896
 5.543, -1.203, saddle, 1D,  0.491,  3.614,  0.000,   896
 5.641, -1.206,   none, 1D,  0.590,  3.614,  0.000,   896
 5.775, -1.214,   none, 1D,  0.688,  3.704,  0.000,   896
 5.873, -1.229,   none, 1D,  0.786,  3.704,  0.000,   896
 5.971, -1.244,   none, 1D,  0.885,  3.704,  0.000,   896
 6.070, -1.256,   none, 1D,  0.983,  3.704,  0.000,   896
 6.203, -1.264,   none, 1D,  1.081,  3.614,  0.000,   896
 6.301, -1.266,    Li1, 1D,  1.180,  3.614,  0.000,  2434
 6.395, -1.265,   none, 1D,  1.180,  3.614,  0.094,  2434
 6.490, -1.263,   none, 1D,  1.180,  3.614,  0.188,  2434
 6.653, -1.251,   none, 1D,  1.278,  3.523,  0.283,  2434
 6.789, -1.242,   none, 1D,  1.376,  3.523,  0.377,  2434
 6.953, -1.234,   none, 1D,  1.474,  3.433,  0.471,  2434
 7.116, -1.224,   none, 1D,  1.573,  3.343,  0.565,  2434
 7.214, -1.221, saddle, 1D,  1.671,  3.343,  0.565,  2434
 7.348, -1.222,    Li1, 1D,  1.769,  3.252,  0.565,  3062
 7.481, -1.221, saddle, 1D,  1.868,  3.162,  0.565,  3062
 7.580, -1.224,   none, 1D,  1.966,  3.162,  0.565,  3062
 7.743, -1.234,   none, 1D,  2.064,  3.072,  0.471,  3062
 7.906, -1.242,   none, 1D,  2.162,  2.981,  0.377,  3062
 8.042, -1.251,   none, 1D,  2.261,  2.981,  0.283,  3062
 8.206, -1.263,   none, 1D,  2.359,  2.891,  0.188,  3062
 8.300, -1.265,   none, 1D,  2.359,  2.891,  0.094,  3062
 8.394, -1.266,    Li1, 1D,  2.359,  2.891,  0.000,  4840
 8.492, -1.264,   none, 1D,  2.457,  2.891,  0.000,  4840
 8.626, -1.256,   none, 1D,  2.556,  2.801,  0.000,  4840
 8.724, -1.244,   none, 1D,  2.654,  2.801,  0.000,  4840
 8.823, -1.229,   none, 1D,  2.752,  2.801,  0.000,  4840
