r_coor, energy,   site, dn,      x,      y,      z, index
 3.324, -2.844,    Li1, 1D,  2.918,  3.652,  4.110,    44
 3.393, -2.836,   none, 1D,  2.987,  3.652,  4.110,    44
 3.512, -2.815,   none, 1D,  3.019,  3.562,  4.037,    44
 3.619, -2.783,   none, 1D,  3.100,  3.631,  4.037,    44
 3.687, -2.738,   none, 1D,  3.169,  3.631,  4.037,    44
 3.756, -2.677,   none, 1D,  3.238,  3.631,  4.037,    44
 3.863, -2.612,   none, 1D,  3.319,  3.700,  4.037,    44
 3.969, -2.538,   none, 1D,  3.400,  3.768,  4.037,    44
 4.038, -2.464,   none, 1D,  3.469,  3.768,  4.037,    44
 4.144, -2.397,   none, 1D,  3.550,  3.837,  4.037,    44
 4.250, -2.333,   none, 1D,  3.631,  3.906,  4.037,    44
 4.319, -2.284,   none, 1D,  3.700,  3.906,  4.037,    44
 4.425, -2.251,   none, 1D,  3.781,  3.974,  4.037,    44
 4.532, -2.231, saddle, 1D,  3.862,  4.043,  4.037,    44
 4.600, -2.235,   none, 1D,  3.931,  4.043,  4.037,    44
 4.707, -2.254,   none, 1D,  4.012,  4.112,  4.037,    44
 4.775, -2.287,   none, 1D,  4.080,  4.112,  4.037,    44
 4.882, -2.338,   none, 1D,  4.162,  4.181,  4.037,    44
 4.950, -2.390,   none, 1D,  4.230,  4.181,  4.037,    44
 5.057, -2.449,   none, 1D,  4.311,  4.249,  4.037,    44
 5.126, -2.499,   none, 1D,  4.380,  4.249,  4.037,    44
 5.194, -2.533,   none, 1D,  4.449,  4.249,  4.037,    44
 5.298, -2.552,  Li_i4, 1D,  4.506,  4.297,  3.965,    58
 5.368, -2.532,   none, 1D,  4.518,  4.366,  3.965,    58
 5.438, -2.491,   none, 1D,  4.531,  4.435,  3.965,    58
 5.525, -2.438,   none, 1D,  4.519,  4.483,  3.893,    58
 5.595, -2.388,   none, 1D,  4.531,  4.551,  3.893,    58
 5.665, -2.332,   none, 1D,  4.544,  4.620,  3.893,    58
 5.754, -2.277,   none, 1D,  4.487,  4.689,  3.893,    58
 5.857, -2.231,   none, 1D,  4.544,  4.737,  3.821,    58
 5.946, -2.203,   none, 1D,  4.488,  4.806,  3.821,    58
 6.016, -2.183,   none, 1D,  4.500,  4.874,  3.821,    58
 6.086, -2.167, saddle, 1D,  4.512,  4.943,  3.821,    58
 6.173, -2.172,   none, 1D,  4.501,  4.991,  3.749,    58
 6.243, -2.189,   none, 1D,  4.513,  5.060,  3.749,    58
 6.313, -2.210,   none, 1D,  4.525,  5.128,  3.749,    58
 6.400, -2.243,   none, 1D,  4.514,  5.177,  3.677,    58
 6.470, -2.291,   none, 1D,  4.526,  5.245,  3.677,    58
