r_coor, energy,   site, dn,      x,      y,      z, index
 3.583, -1.834,  Li_i1, 1D, -1.697,  3.770,  5.888,    36
 3.668, -1.829,   none, 1D, -1.678,  3.779,  5.806,    36
 3.752, -1.820,   none, 1D, -1.660,  3.787,  5.724,    36
 3.878, -1.806,   none, 1D, -1.677,  3.881,  5.642,    36
 4.003, -1.782,   none, 1D, -1.695,  3.975,  5.561,    36
 4.129, -1.750,   none, 1D, -1.713,  4.068,  5.479,    36
 4.254, -1.713,   none, 1D, -1.731,  4.162,  5.397,    36
 4.380, -1.674,   none, 1D, -1.749,  4.255,  5.315,    36
 4.506, -1.637,   none, 1D, -1.766,  4.349,  5.234,    36
 4.660, -1.611,   none, 1D, -1.859,  4.443,  5.152,    36
 4.786, -1.602, saddle, 1D, -1.876,  4.536,  5.070,    36
 4.911, -1.604,   none, 1D, -1.894,  4.630,  4.988,    36
 5.037, -1.617,   none, 1D, -1.912,  4.723,  4.906,    36
 5.163, -1.639,   none, 1D, -1.930,  4.817,  4.825,    36
 5.288, -1.667,   none, 1D, -1.948,  4.911,  4.743,    36
 5.425, -1.700,   none, 1D, -1.891,  5.004,  4.661,    36
 5.550, -1.728,   none, 1D, -1.909,  5.098,  4.579,    36
 5.643, -1.750,   none, 1D, -1.871,  5.183,  4.579,    36
 5.756, -1.774,   none, 1D, -1.852,  5.258,  4.661,    36
 5.849, -1.792,   none, 1D, -1.815,  5.343,  4.661,    36
 5.948, -1.812,   none, 1D, -1.759,  5.334,  4.743,    36
 6.061, -1.833,   none, 1D, -1.740,  5.410,  4.825,    36
 6.154, -1.856,   none, 1D, -1.703,  5.495,  4.825,    36
 6.253, -1.880,   none, 1D, -1.647,  5.486,  4.906,    36
 6.346, -1.906,   none, 1D,  1.027, -0.531,  4.906,    36
 6.445, -1.930,   none, 1D,  1.083, -0.540,  4.988,    36
 6.538, -1.961,   none, 1D,  1.120, -0.455,  4.988,    36
 6.612, -1.985,   none, 1D,  1.195, -0.455,  4.988,    36
 6.725, -2.014,   none, 1D,  1.213, -0.379,  5.070,    36
 6.800, -2.034,   none, 1D,  1.288, -0.379,  5.070,    36
 6.913, -2.049,   none, 1D,  1.307, -0.303,  5.152,    36
 6.987, -2.053,    Li4, 1D,  1.381, -0.303,  5.152,    74
 7.079, -2.049,   none, 1D,  1.344, -0.219,  5.152,    74
 7.193, -2.026,   none, 1D,  1.363, -0.143,  5.234,    74
 7.285, -2.000,   none, 1D,  1.327, -0.058,  5.234,    74
 7.377, -1.961,   none, 1D,  1.290,  0.027,  5.234,    74
 7.490, -1.931,   none, 1D,  1.309,  0.103,  5.315,    74
 7.583, -1.902,   none, 1D,  1.272,  0.187,  5.315,    74
 7.707, -1.876,   none, 1D,  1.217,  0.263,  5.397,    74
 7.800, -1.863,   none, 1D,  1.254,  0.348,  5.397,    74
 7.925, -1.854,   none, 1D,  1.199,  0.424,  5.479,    74
 8.017, -1.851, saddle, 1D,  1.162,  0.509,  5.479,    74
 8.130, -1.853,   none, 1D,  1.181,  0.585,  5.561,    74
 8.222, -1.856,   none, 1D,  1.145,  0.669,  5.561,    74
 8.315, -1.861,   none, 1D,  1.182,  0.754,  5.561,    74
 8.428, -1.866,   none, 1D,  1.201,  0.830,  5.642,    74
 8.521, -1.867,   none, 1D,  1.165,  0.915,  5.642,    74
 8.634, -1.871,   none, 1D,  1.184,  0.991,  5.724,    74
 8.727, -1.873,  Li_i4, 1D,  1.221,  1.075,  5.724,    82
 8.819, -1.871, saddle, 1D,  1.259,  1.160,  5.724,    82
 8.933, -1.873,   none, 1D,  1.278,  1.236,  5.806,    82
 9.025, -1.874,  Li_i2, 1D,  1.316,  1.321,  5.806,    88
 9.118, -1.872, saddle, 1D,  1.353,  1.406,  5.806,    88
