r_coor, energy,   site, dn,      x,      y,      z, index
 1.613, -1.677,  Li_i3, 1D,  1.590,  0.000,  0.270,    26
 1.703, -1.675,   none, 1D,  1.657,  2.790,  0.270,    26
 1.762, -1.672,   none, 1D,  1.657,  2.730,  0.270,    26
 1.851, -1.669,   none, 1D,  1.724,  2.671,  0.270,    26
 1.941, -1.667, saddle, 1D,  1.792,  2.612,  0.270,    26
 2.000, -1.669,   none, 1D,  1.792,  2.552,  0.270,    26
 2.127, -1.692,   none, 1D,  1.881,  2.493,  0.202,    26
 2.217, -1.723,   none, 1D,  1.948,  2.433,  0.202,    26
 2.306, -1.755,   none, 1D,  2.015,  2.374,  0.202,    26
 2.433, -1.813,   none, 1D,  2.105,  2.315,  0.135,    26
 2.492, -1.869,   none, 1D,  2.105,  2.255,  0.135,    26
 2.619, -1.932,   none, 1D,  2.194,  2.196,  0.067,    26
 2.709, -2.007,   none, 1D,  2.261,  2.137,  0.067,    26
 2.835, -2.075,   none, 1D,  2.350,  2.077,  0.000,    26
 2.925, -2.144,   none, 1D,  2.417,  2.018,  0.000,    26
 2.984, -2.202,   none, 1D,  2.417,  1.959,  0.000,    26
 3.044, -2.254,   none, 1D,  2.417,  1.899,  0.000,    26
 3.103, -2.299,   none, 1D,  2.417,  1.840,  0.000,    26
 3.162, -2.338,   none, 1D,  2.417,  1.781,  0.000,    26
 3.222, -2.371,   none, 1D,  2.417,  1.721,  0.000,    26
 3.281, -2.397,   none, 1D,  2.417,  1.662,  0.000,    26
 3.340, -2.417,   none, 1D,  2.417,  1.603,  0.000,    26
 3.400, -2.432,   none, 1D,  2.417,  1.543,  0.000,    26
 3.459, -2.440,   none, 1D,  2.417,  1.484,  0.000,    26
 3.519, -2.443,  Li_i2, 1D,  2.417,  1.424,  0.000,    25
 3.578, -2.440,   none, 1D,  2.417,  1.365,  0.000,    25
 3.637, -2.432,   none, 1D,  2.417,  1.306,  0.000,    25
 3.697, -2.417,   none, 1D,  2.417,  1.246,  0.000,    25
 3.756, -2.397,   none, 1D,  2.417,  1.187,  0.000,    25
 3.815, -2.371,   none, 1D,  2.417,  1.128,  0.000,    25
 3.875, -2.338,   none, 1D,  2.417,  1.068,  0.000,    25
 3.934, -2.299,   none, 1D,  2.417,  1.009,  0.000,    25
 3.993, -2.254,   none, 1D,  2.417,  0.950,  0.000,    25
 4.053, -2.202,   none, 1D,  2.417,  0.890,  0.000,    25
 4.112, -2.144,   none, 1D,  2.417,  0.831,  0.000,    25
 4.202, -2.075,   none, 1D,  2.350,  0.772,  0.000,    25
 4.328, -2.007,   none, 1D,  2.261,  0.712,  0.067,    25
 4.418, -1.932,   none, 1D,  2.194,  0.653,  0.067,    25
 4.545, -1.869,   none, 1D,  2.105,  0.594,  0.135,    25
 4.604, -1.813,   none, 1D,  2.105,  0.534,  0.135,    25
 4.731, -1.755,   none, 1D,  2.015,  0.475,  0.202,    25
 4.820, -1.723,   none, 1D,  1.948,  0.415,  0.202,    25
 4.910, -1.692,   none, 1D,  1.881,  0.356,  0.202,    25
 5.037, -1.669,   none, 1D,  1.792,  0.297,  0.270,    25
 5.096, -1.667, saddle, 1D,  1.792,  0.237,  0.270,    25
 5.186, -1.669,   none, 1D,  1.724,  0.178,  0.270,    25
 5.275, -1.672,   none, 1D,  1.657,  0.119,  0.270,    25
 5.335, -1.675,   none, 1D,  1.657,  0.059,  0.270,    25
 7.012, -1.677,  Li_i3, 2D,  1.650,  0.000,  4.585,    32
 7.079, -1.675,   none, 2D,  1.717,  0.000,  4.585,    32
 7.146, -1.672,   none, 2D,  1.784,  0.000,  4.585,    32
 7.214, -1.670, saddle, 2D,  1.851,  0.000,  4.585,    32
 7.281, -1.672,   none, 2D,  1.918,  0.000,  4.585,    32
 7.348, -1.676,   none, 2D,  1.986,  0.000,  4.585,    32
 7.415, -1.685,   none, 2D,  2.053,  0.000,  4.585,    32
 7.496, -1.714,   none, 2D,  2.098,  0.000,  4.653,    32
 7.563, -1.748,   none, 2D,  2.165,  0.000,  4.653,    32
 7.630, -1.785,   none, 2D,  2.232,  0.000,  4.653,    32
 7.698, -1.827,   none, 2D,  2.299,  0.000,  4.653,    32
 7.765, -1.871,   none, 2D,  2.366,  0.000,  4.653,    32
 7.846, -1.929,   none, 2D,  2.411,  0.000,  4.720,    32
 7.913, -1.989,   none, 2D,  2.478,  0.000,  4.720,    32
 7.980, -2.048,   none, 2D,  2.546,  0.000,  4.720,    32
 8.047, -2.105,   none, 2D,  2.613,  0.000,  4.720,    32
 8.128, -2.159,   none, 2D,  2.658,  0.000,  4.788,    32
 8.195, -2.218,   none, 2D,  2.725,  0.000,  4.788,    32
 8.263, -2.271,   none, 2D,  2.792,  0.000,  4.788,    32
 8.330, -2.318,   none, 2D,  2.859,  0.000,  4.788,    32
 8.397, -2.357,   none, 2D,  2.926,  0.000,  4.788,    32
 8.464, -2.390,   none, 2D,  2.993,  0.000,  4.788,    32
 8.545, -2.418,   none, 2D,  4.633,  0.000,  0.000,    32
 8.612, -2.439,   none, 2D,  4.701,  0.000,  0.000,    32
 8.679, -2.451,   none, 2D,  4.768,  0.000,  0.000,    32
 8.747, -2.456,    Li1, 2D,  0.000,  0.000,  0.000,    22
 8.814, -2.451,   none, 2D,  0.067,  0.000,  0.000,    22
 8.881, -2.439,   none, 2D,  0.134,  0.000,  0.000,    22
 8.948, -2.418,   none, 2D,  0.201,  0.000,  0.000,    22
 9.029, -2.390,   none, 2D,  0.246,  0.000,  0.067,    22
 9.096, -2.357,   none, 2D,  0.314,  0.000,  0.067,    22
 9.163, -2.318,   none, 2D,  0.381,  0.000,  0.067,    22
 9.231, -2.271,   none, 2D,  0.448,  0.000,  0.067,    22
 9.298, -2.218,   none, 2D,  0.515,  0.000,  0.067,    22
 9.365, -2.159,   none, 2D,  0.582,  0.000,  0.067,    22
 9.446, -2.105,   none, 2D,  0.627,  0.000,  0.135,    22
 9.513, -2.048,   none, 2D,  0.694,  0.000,  0.135,    22
 9.580, -1.989,   none, 2D,  0.762,  0.000,  0.135,    22
 9.647, -1.929,   none, 2D,  0.829,  0.000,  0.135,    22
 9.728, -1.871,   none, 2D,  0.874,  0.000,  0.202,    22
 9.796, -1.827,   none, 2D,  0.941,  0.000,  0.202,    22
 9.863, -1.785,   none, 2D,  1.008,  0.000,  0.202,    22
 9.930, -1.748,   none, 2D,  1.075,  0.000,  0.202,    22
 9.997, -1.714,   none, 2D,  1.142,  0.000,  0.202,    22
10.078, -1.685,   none, 2D,  1.187,  0.000,  0.270,    22
10.145, -1.676,   none, 2D,  1.254,  0.000,  0.270,    22
10.212, -1.672,   none, 2D,  1.322,  0.000,  0.270,    22
10.280, -1.670, saddle, 2D,  1.389,  0.000,  0.270,    22
10.347, -1.672,   none, 2D,  1.456,  0.000,  0.270,    22
10.414, -1.675,   none, 2D,  1.523,  0.000,  0.270,    22
11.961, -2.456,    Li1, 3D,  0.000,  0.000,  0.000,    12
12.032, -2.445,   none, 3D, -0.022,  0.000,  0.067,    12
12.113, -2.413,   none, 3D,  0.023,  0.000,  0.135,    12
12.184, -2.361,   none, 3D,  0.001,  0.000,  0.202,    12
12.255, -2.286,   none, 3D, -0.021,  0.000,  0.270,    12
12.336, -2.188,   none, 3D,  0.024,  0.000,  0.337,    12
12.407, -2.068,   none, 3D,  0.001,  0.000,  0.405,    12
12.478, -1.922,   none, 3D, -0.021,  0.000,  0.472,    12
12.559, -1.751,   none, 3D,  0.024,  0.000,  0.539,    12
12.630, -1.559,   none, 3D,  0.002,  0.000,  0.607,    12
12.701, -1.337,   none, 3D, -0.020,  0.000,  0.674,    12
12.782, -1.095,   none, 3D,  0.025,  0.000,  0.742,    12
12.853, -0.834,   none, 3D,  0.003,  0.000,  0.809,    12
12.924, -0.548,   none, 3D, -0.019,  0.000,  0.877,    12
13.005, -0.254,   none, 3D,  0.026,  0.000,  0.944,    12
13.076,  0.052,   none, 3D,  0.003,  0.000,  1.011,    12
13.147,  0.374,   none, 3D, -0.019,  0.000,  1.079,    12
13.228,  0.683,   none, 3D,  0.026,  0.000,  1.146,    12
13.299,  0.996,   none, 3D,  0.004,  0.000,  1.214,    12
13.370,  1.318,   none, 3D, -0.018,  0.000,  1.281,    12
13.451,  1.608,   none, 3D,  0.027,  0.000,  1.349,    12
13.522,  1.902,   none, 3D,  0.005,  0.000,  1.416,    12
13.603,  2.204,   none, 3D,  0.050,  0.000,  1.484,    12
13.674,  2.479,   none, 3D,  0.028,  0.000,  1.551,    12
13.766,  2.821,   none, 3D,  0.006,  0.059,  1.618,    12
13.859,  3.272,   none, 3D, -0.017,  0.119,  1.686,    12
13.951,  3.822,   none, 3D, -0.039,  0.178,  1.753,    12
14.052,  4.481,   none, 3D,  0.006,  0.237,  1.821,    12
14.152,  5.340,   none, 3D,  0.051,  0.297,  1.888,    12
14.253,  6.364,   none, 3D,  0.096,  0.356,  1.956,    12
14.353,  7.497,   none, 3D,  0.141,  0.415,  2.023,    12
14.454,  8.663,   none, 3D,  0.186,  0.475,  2.090,    12
14.554,  9.770,   none, 3D,  0.231,  0.534,  2.158,    12
14.655, 10.717,   none, 3D,  0.276,  0.594,  2.225,    12
14.755, 11.411,   none, 3D,  0.321,  0.653,  2.293,    12
14.856, 11.778,   none, 3D,  0.366,  0.712,  2.360,    12
14.956, 11.778, saddle, 3D,  0.411,  0.772,  2.428,    12
